City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1682435310
303,pathein,16.7833,94.7333,28.08,74,24,4.44,MM,1682435310
304,lorengau,-2.0226,147.2712,27.83,80,43,3.06,PG,1682435310
305,caleta de carquin,-11.0925,-77.6267,24.83,75,81,3.03,PE,1682435311
306,sweetwater,25.7634,-80.3731,27.22,77,100,4.63,US,1682435312
307,palmer,42.1584,-72.3287,13.94,53,40,1.34,US,1682435313
308,alice springs,-23.7,133.8833,15.75,63,0,3.48,AU,1682435313
309,avanigadda,16.0215,80.9181,28.55,70,24,2.92,IN,1682435314
310,quelimane,-17.8786,36.8883,24.3,74,6,2.79,MZ,1682435314
311,quellon,-43.1167,-73.6167,10.14,93,100,0.0,CL,1682435315
312,sumbawa besar,-8.5,117.4333,23.99,93,100,1.95,ID,1682435315
313,daru,-9.0763,143.2092,26.48,88,100,5.21,PG,1682435316
314,pimenta bueno,-11.6725,-61.1936,29.05,72,59,0.66,BR,1682435316
315,el calafate,-50.3408,-72.2768,6.55,69,5,2.48,AR,1682435316
316,newman,37.3138,-121.0208,14.94,70,11,0.45,US,1682435317
317,emerald,-23.5333,148.1667,16.86,71,13,3.32,AU,1682435174
318,plastun,44.7561,136.2939,3.51,85,100,2.88,RU,1682435317
319,inhambane,-23.865,35.3833,24.11,74,0,3.68,MZ,1682435317
320,severobaykal'sk,55.65,109.3167,-5.0,82,82,2.6,RU,1682435317
321,kodinsk,58.6881,99.1844,-0.89,96,100,5.3,RU,1682435317
322,saint-leu,-21.15,55.2833,25.53,89,23,1.58,RE,1682435317
323,rovaniemi,66.5,25.7167,4.67,35,0,7.2,FI,1682435317
324,kandalaksha,67.162,32.4123,0.26,88,88,1.39,RU,1682435317
325,sitka,57.0531,-135.33,2.94,87,75,3.6,US,1682435318
326,yugorsk,61.3133,63.3319,9.96,81,22,4.13,RU,1682435318
327,timbuktu,16.7735,-3.0074,39.69,6,0,6.45,ML,1682435318
328,tianshui,34.5439,105.6897,11.62,58,0,2.89,CN,1682435318
329,afaahiti,-17.75,-149.2833,23.93,85,100,6.42,PF,1682435318
330,queenstown,-31.8976,26.8753,22.31,38,93,0.58,ZA,1682435318
331,mukalla,14.5425,49.1242,28.69,69,23,3.45,YE,1682435318
332,dauphin,51.1494,-100.0502,4.19,53,84,2.91,CA,1682435319
333,tulum,20.2167,-87.4667,29.23,59,10,3.71,MX,1682435319
334,cacule,-14.5033,-42.2222,29.86,38,16,4.08,BR,1682435319
335,konarka,19.9,86.1167,25.22,67,86,1.95,IN,1682435183
336,burang,30.25,81.1667,-3.63,89,59,1.48,CN,1682435319
337,pacific grove,36.6177,-121.9166,9.82,89,18,4.92,US,1682435114
338,jiangyou,31.7667,104.7167,17.15,67,98,0.28,CN,1682435319
339,broken hill,-31.95,141.4333,18.86,49,89,4.32,AU,1682435320
340,nis,43.7031,7.2661,25.88,43,0,10.29,FR,1682435320
341,smithers,54.7804,-127.1743,2.18,87,75,1.03,CA,1682435320
342,holualoa,19.6228,-155.9522,21.04,78,20,2.68,US,1682435258
343,paraiso,9.8383,-83.8656,24.42,76,13,1.21,CR,1682435320
344,bodo,67.28,14.405,5.25,39,20,6.69,NO,1682435320
345,polovinnoye,54.7914,65.9864,17.24,35,2,3.57,RU,1682435320
346,carlsbad,33.1581,-117.3506,16.08,83,100,2.57,US,1682435102
347,buga,3.9009,-76.2978,24.93,70,92,0.48,CO,1682435321
348,suva,-18.1416,178.4415,23.71,94,75,2.06,FJ,1682435170
349,revda,56.801,59.9303,13.68,56,37,2.35,RU,1682435321
350,yaguajay,22.3272,-79.2378,28.16,55,15,3.13,CU,1682435321
351,cold lake,54.4502,-110.2017,3.38,83,92,2.64,CA,1682435295
352,soe,-9.8607,124.284,19.0,94,51,1.26,ID,1682435321
353,guatire,10.4762,-66.5427,30.67,43,38,1.06,VE,1682435322
354,jinghong,21.991,100.7341,25.49,39,27,1.62,CN,1682435123
355,buy,58.4786,41.53,16.11,50,100,2.4,RU,1682435322
356,shchyolkino,45.4291,35.8223,13.03,69,18,7.96,UA,1682435322
357,chengde,40.9725,117.9361,5.02,19,0,2.17,CN,1682435322
358,shengli,37.4564,118.4856,11.54,55,6,5.14,CN,1682435322
359,allen,41.0706,-85.0144,7.88,77,100,2.06,US,1682435145
360,kusheriki,10.5328,6.4422,38.82,20,85,2.96,NG,1682435323
361,yelizovo,53.1873,158.3805,-2.04,84,75,2.76,RU,1682435323
362,qalat,32.1058,66.9083,22.65,17,80,3.77,AF,1682435323
363,ixtapa,20.7,-105.2,22.57,60,100,0.0,MX,1682435054
364,chonchi,-42.6128,-73.8092,11.18,99,100,0.48,CL,1682435323
365,nizhneangarsk,55.7833,109.55,-4.99,81,91,2.41,RU,1682435323
366,huarmey,-10.0681,-78.1522,25.63,74,75,3.63,PE,1682435324
367,saint croix,17.7397,-64.7388,28.31,74,40,4.63,VI,1682435324
368,choyr,46.3611,108.3611,5.77,31,91,7.28,MN,1682435324
369,kingston,17.997,-76.7936,30.53,57,20,2.06,JM,1682435146
370,badr hunayn,23.7829,38.7905,31.79,30,4,4.83,SA,1682435324
371,demre,36.2537,29.9777,18.77,65,42,3.21,TR,1682435324
372,kerikeri,-35.2268,173.9474,12.17,94,2,2.0,NZ,1682435324
373,kabansk,52.0486,106.6528,-0.05,71,38,0.62,RU,1682435324
374,safi,32.1667,-8.8333,35.51,12,0,4.67,MA,1682435324
375,ginir,7.1333,40.7,17.48,81,99,1.05,ET,1682435324
376,illizi,26.4833,8.4667,33.39,14,5,6.51,DZ,1682435325
377,kone,-21.0595,164.8658,22.4,89,100,2.02,NC,1682435268
378,es castell,39.8795,4.2854,20.38,73,20,3.09,ES,1682435325
379,les cayes,18.2,-73.75,28.89,55,45,3.85,HT,1682435325
380,pemba,-12.974,40.5178,27.17,72,0,6.85,MZ,1682435325
381,aykhal,66.0,111.5,-8.41,96,100,4.17,RU,1682435325
382,sarina,-21.4333,149.2167,22.37,80,52,6.22,AU,1682435325
383,gwadar,25.1216,62.3254,26.97,72,66,2.71,PK,1682435326
384,granja,-3.1203,-40.8261,30.53,64,51,2.62,BR,1682435326
385,petauke,-14.2426,31.3253,22.95,59,0,2.0,ZM,1682435326
386,vilyuysk,63.7553,121.6247,-6.79,98,100,1.33,RU,1682435326
387,pisco,-13.7,-76.2167,24.03,73,30,2.06,PE,1682435326
388,doka,13.5167,35.7667,39.73,9,21,5.73,SD,1682435326
389,hoquiam,46.9809,-123.8893,9.44,80,0,1.54,US,1682435218
390,diamantina,-18.2494,-43.6003,23.5,52,13,2.63,BR,1682435327
391,amos,48.5669,-78.1162,1.1,97,100,0.73,CA,1682435327
392,nakano,36.75,138.3667,11.32,84,100,4.64,JP,1682435211
393,mejit,10.2753,170.8646,27.49,75,91,9.16,MH,1682435327
394,tura,25.5198,90.2201,24.56,44,25,1.48,IN,1682435327
395,fort william,56.8165,-5.1121,9.61,44,100,1.29,GB,1682435327
396,yangjiang,21.85,111.9667,20.44,77,100,3.72,CN,1682435172
397,port augusta,-32.5,137.7667,21.35,41,100,3.24,AU,1682435327
398,moab,38.5733,-109.5498,11.03,51,98,5.55,US,1682435130
399,beihai,21.4833,109.1,19.15,73,100,6.86,CN,1682435327
400,kapa'a,22.0752,-159.319,21.18,83,75,4.12,US,1682435327
401,izhevsk,56.85,53.2333,20.07,33,71,1.71,RU,1682435327
402,wotho,10.1657,166.0102,25.22,86,100,6.57,MH,1682435328
403,yeppoon,-23.1333,150.7333,20.88,73,54,8.92,AU,1682435328
404,olyokminsk,60.3736,120.4264,-2.94,91,100,1.36,RU,1682435328
405,puerto aysen,-45.4,-72.7,11.02,82,100,4.12,CL,1682435328
406,zhumysker,49.3333,49.4,12.9,90,100,5.26,KZ,1682435328
407,saint-francois,46.4154,3.9054,16.09,52,0,3.6,FR,1682435329
408,piti village,13.4626,144.6933,27.49,90,75,5.14,GU,1682435329
409,kasimov,54.9411,41.3953,10.55,94,100,3.75,RU,1682435330
410,dan khun thot,15.2085,101.7714,30.7,46,80,1.58,TH,1682435330
411,morant bay,17.8815,-76.4093,32.06,53,60,3.02,JM,1682435330
412,fort st. john,56.2499,-120.8529,3.67,58,74,7.53,CA,1682435331
413,ta`u,-14.2336,-169.5144,26.98,74,20,1.9,AS,1682435331
414,port hedland,-20.3167,118.5667,26.03,89,100,2.57,AU,1682435331
415,shahpur chakar,26.155,68.6509,34.01,9,100,4.17,PK,1682435331
416,nandura buzurg,20.8333,76.45,33.83,28,74,3.45,IN,1682435331
417,chornomorske,45.5039,32.6997,12.92,67,65,5.63,UA,1682435331
418,sovet,38.0467,69.5882,23.01,43,100,2.11,TJ,1682435331
419,zaxo,37.1482,42.7001,20.11,51,6,1.35,IQ,1682435331
420,malabar,-33.9667,151.25,15.99,86,0,2.12,AU,1682435331
421,happy valley-goose bay,53.3168,-60.3315,10.25,61,88,1.73,CA,1682435332
422,okha,53.5739,142.9478,-2.27,83,70,2.1,RU,1682435332
423,al ghayzah,16.2079,52.176,29.23,65,1,7.01,YE,1682435332
424,lata,40.1629,-8.3327,25.83,45,73,4.44,PT,1682435332
425,tra vinh,9.9347,106.3453,28.02,74,100,4.68,VN,1682435332
426,jiuquan,39.7432,98.5174,16.58,13,1,2.38,CN,1682435333
427,dire,12.2833,-10.9667,43.21,10,0,1.71,ML,1682435333
428,parkes,-33.1333,148.1833,15.2,67,0,2.29,AU,1682435333
429,bako,5.7833,36.5667,17.28,99,100,0.97,ET,1682435333
430,arraial do cabo,-22.9661,-42.0278,26.92,69,20,5.14,BR,1682435333
431,robertsport,6.7533,-11.3686,29.6,71,57,4.74,LR,1682435333
432,guarapari,-20.6667,-40.4975,25.5,72,53,3.95,BR,1682435334
433,dzhalagash,45.0833,64.6667,21.38,17,0,7.32,KZ,1682435334
434,ternate,0.8,127.4,27.61,79,51,1.44,ID,1682435335
435,linden,6.0,-58.3,27.99,77,100,1.47,GY,1682435335
436,magadan,59.5667,150.8,-2.06,86,97,5.31,RU,1682435335
437,safford,32.834,-109.7076,22.28,25,0,2.57,US,1682435335
438,arno,60.1167,18.6333,8.61,80,100,2.92,SE,1682435335
439,margate,51.3813,1.3862,10.73,63,29,1.79,GB,1682435335
440,port macquarie,-31.4333,152.9167,14.94,67,90,0.51,AU,1682435335
441,nafada,11.0956,11.3327,40.26,15,98,1.59,NG,1682435336
442,candelaria,13.9311,121.4233,26.88,90,6,2.49,PH,1682435336
443,los alamos,35.8881,-106.307,10.08,65,40,1.54,US,1682435336
444,jayapura,-2.5333,140.7,25.66,91,96,2.08,ID,1682435336
445,bamboo flat,11.7,92.7167,28.52,73,92,1.63,IN,1682435336
446,al mutayrifi,25.4788,49.5576,29.55,33,60,5.92,SA,1682435336
447,balotra,25.8333,72.2333,33.61,13,100,3.31,IN,1682435336
448,al wakrah,24.85,51.3333,29.48,42,80,5.38,QA,1682435336
449,manadhoo,5.7667,73.3833,29.34,69,28,3.87,MV,1682435336
450,westport,41.1415,-73.3579,15.1,52,0,3.6,US,1682435336
451,commerce,34.0006,-118.1598,17.25,81,100,0.0,US,1682435098
452,panaba,21.2833,-88.2667,31.75,43,1,4.15,MX,1682435337
453,severo-yeniseyskiy,60.3725,93.0408,-3.84,96,100,3.51,RU,1682435337
454,keflavik,64.0049,-22.5624,5.24,48,20,3.09,IS,1682435337
455,vallenar,-28.5708,-70.7581,24.81,33,0,1.97,CL,1682435337
456,baragua,21.6967,-78.6328,28.73,52,10,2.82,CU,1682435337
457,nova vicosa,-17.8919,-39.3719,27.0,72,23,3.01,BR,1682435337
458,micheweni,-4.9667,39.8333,27.86,79,47,5.6,TZ,1682435338
459,lucea,18.451,-78.1736,28.25,65,28,1.77,JM,1682435338
460,mitsamiouli,-11.3847,43.2844,27.96,74,100,8.21,KM,1682435338
461,kolonia,50.9333,6.95,12.76,45,20,5.66,DE,1682435238
462,paita,-5.0892,-81.1144,26.22,71,100,1.41,PE,1682435338
463,cidreira,-30.1811,-50.2056,23.55,64,100,5.26,BR,1682435338
464,rikaze,29.25,88.8833,7.9,28,92,3.06,CN,1682435122
465,kapuskasing,49.4169,-82.4331,-1.19,89,100,3.72,CA,1682435338
466,kayangel,8.0823,134.7173,28.26,74,7,3.07,PW,1682435339
467,kankan,10.3854,-9.3057,38.77,20,32,2.21,GN,1682435339
468,igrim,63.1906,64.4162,0.81,99,100,2.2,RU,1682435339
469,mahina,-17.5065,-149.489,24.87,88,75,1.54,PF,1682435339
470,fukuecho,32.6881,128.8419,14.83,85,100,9.29,JP,1682435339
471,san pedro pochutla,15.7333,-96.4667,28.73,54,67,1.5,MX,1682435339
472,junagarh,19.8667,82.9333,29.35,51,100,1.64,IN,1682435339
473,caminauit,12.3314,121.0825,27.28,78,14,2.35,PH,1682435340
474,mana,5.6592,-53.7767,28.59,75,100,3.69,GF,1682435340
475,tazacorte,28.629,-17.9293,22.54,78,20,4.12,ES,1682435340
476,pingdingshan,33.7385,113.3012,13.68,60,0,2.81,CN,1682435340
477,nola,40.922,14.5329,19.23,72,93,4.73,IT,1682435340
478,robertson,36.5167,-86.8667,12.34,45,40,3.09,US,1682435340
479,ghadamis,30.1337,9.5007,31.0,8,3,2.4,LY,1682435340
480,rumphi,-11.0186,33.8575,21.7,89,46,1.51,MW,1682435341
481,longido,-2.7333,36.6833,21.2,72,100,4.9,TZ,1682435341
482,sao jose de ribamar,-2.5619,-44.0542,33.21,71,28,3.92,BR,1682435341
483,byumba,-1.5763,30.0675,17.11,89,100,0.79,RW,1682435342
484,northam,51.0333,-4.2167,12.01,59,100,4.92,GB,1682435342
485,dolzhanskaya,46.6311,37.8039,11.86,83,100,7.3,RU,1682435342
486,alofi,-19.0595,-169.9187,25.58,74,84,2.98,NU,1682435343
487,oami,35.5167,140.3167,15.66,62,81,4.29,JP,1682435343
488,nanyuki,0.0167,37.0728,15.56,96,100,1.98,KE,1682435344
489,dunedin,-45.8742,170.5036,8.78,73,71,4.47,NZ,1682435274
490,quang ngai,15.1167,108.8,24.74,90,33,0.15,VN,1682435345
491,namsos,64.4662,11.4957,1.03,100,75,2.06,NO,1682435345
492,manicore,-5.8092,-61.3003,27.12,88,65,0.6,BR,1682435254
493,jalingo,8.8833,11.3667,40.17,15,95,3.12,NG,1682435346
494,porto novo,6.4965,2.6036,31.89,59,100,4.98,BJ,1682435346
495,taltal,-25.4,-70.4833,20.72,69,1,2.68,CL,1682435346
496,coyhaique,-45.5752,-72.0662,9.97,87,100,2.57,CL,1682435347
497,conception bay south,47.4999,-52.9981,3.36,93,100,6.71,CA,1682435348
498,guerrero negro,27.9769,-114.0611,16.47,68,100,3.85,MX,1682435348
499,amungan,15.3652,119.9582,27.41,80,21,2.28,PH,1682435348
500,wewak,-3.5534,143.6268,27.17,83,37,1.82,PG,1682435349
501,hami,42.8,93.45,17.71,29,97,7.88,CN,1682435350
502,malvan,16.0667,73.4667,27.5,75,19,3.61,IN,1682435351
503,talayuela,39.987,-5.6098,30.55,25,79,6.12,ES,1682435351
504,hinton,53.4001,-117.5857,4.69,83,100,2.16,CA,1682435351
505,aljezur,37.3191,-8.8033,23.66,47,24,6.03,PT,1682435351
506,borgo,46.0514,11.4544,16.03,59,88,1.57,IT,1682435352
507,santiago de cao,-7.9589,-79.2392,26.07,69,20,4.63,PE,1682435353
508,souillac,-20.5167,57.5167,26.19,82,89,0.59,MU,1682435353
509,mata-utu,-13.2816,-176.1745,27.97,74,97,0.6,WF,1682435354
510,essaouira,31.5125,-9.77,22.81,62,1,3.17,MA,1682435356
511,tchaourou,8.8865,2.5975,37.7,25,36,1.47,BJ,1682435358
512,taunggyi,20.7833,97.0333,21.17,39,12,0.27,MM,1682435363
513,faaa,-17.55,-149.6,24.98,88,75,3.58,PF,1682435365
514,felipe carrillo puerto,19.5833,-88.05,30.72,49,17,2.17,MX,1682435365
515,zakynthos,37.7914,20.8953,21.62,53,20,4.12,GR,1682435366
516,kot diji,27.3427,68.7083,31.01,11,100,2.95,PK,1682435372
517,abra pampa,-22.7205,-65.697,12.81,15,0,2.51,AR,1682435373
518,woolgoolga,-30.1106,153.2007,15.93,71,98,4.67,AU,1682435375
519,pandan,14.0453,124.1694,26.38,82,45,3.8,PH,1682435375
520,shirvan,39.9509,48.8994,20.55,52,100,6.15,AZ,1682435375
521,menongue,-14.6585,17.691,29.88,30,20,3.07,AO,1682435375
522,chernyshevskiy,63.0128,112.4714,-6.75,97,100,1.89,RU,1682435375
523,banda aceh,5.5577,95.3222,27.56,81,35,3.26,ID,1682435375
524,fada,9.5667,8.3,33.6,26,100,2.33,NG,1682435376
525,anglet,43.4766,-1.5135,19.38,83,75,5.14,FR,1682435376
526,puerto carreno,6.189,-67.4859,22.86,96,100,3.43,CO,1682435377
527,maturin,9.75,-63.1767,24.91,100,100,2.06,VE,1682435379
528,axim,4.8699,-2.2405,30.11,70,88,4.29,GH,1682435380
529,lamarque,-39.423,-65.7021,22.96,39,70,5.41,AR,1682435380
530,bykhaw,53.5193,30.2469,16.68,49,93,3.96,BY,1682435381
531,danville,36.586,-79.395,14.63,50,40,2.57,US,1682435381
532,pamandzi,-12.7967,45.2794,28.88,70,0,8.23,YT,1682435382
533,flekkefjord,58.2971,6.6607,9.41,53,4,9.56,NO,1682435382
534,kovdor,67.5662,30.4758,0.59,86,88,1.91,RU,1682435099
535,santa elena de uairen,4.6167,-61.1333,17.25,96,100,0.92,VE,1682435383
536,ganye,8.4333,12.0667,37.39,20,99,2.93,NG,1682435304
537,alaghsas,17.0187,8.0168,39.42,6,0,4.49,NE,1682435384
538,chernyshevsk,52.5243,117.0174,1.15,32,100,4.08,RU,1682435384
539,jingdezhen,29.2947,117.2079,12.64,92,100,0.61,CN,1682435384
540,port blair,11.6667,92.75,28.52,73,94,1.78,IN,1682435384
541,anna regina,7.2644,-58.5077,27.17,84,100,3.7,GY,1682435385
542,viedma,-40.8135,-62.9967,23.67,35,2,6.38,AR,1682435385
543,mariehamn,60.0973,19.9348,4.92,100,100,4.12,AX,1682435385
544,grand falls-windsor,48.9332,-55.6649,6.44,72,99,5.93,CA,1682435386
545,pyhajarvi,67.0701,27.2176,0.41,92,99,3.23,FI,1682435386
546,kavaratti,10.5669,72.642,28.12,68,84,4.18,IN,1682435387
547,tsiombe,-25.3,45.4833,21.2,72,98,3.45,MG,1682435387
548,ola,59.5833,151.2833,-1.76,83,100,4.63,RU,1682435387
549,gubkinskiy,64.434,76.5026,-5.83,91,59,2.28,RU,1682435388
550,keelung,25.1283,121.7419,22.25,94,100,4.65,TW,1682435388
551,xining,36.6167,101.7667,11.47,14,9,2.5,CN,1682435389
552,hotan,37.0997,79.9269,21.37,15,28,1.27,CN,1682435389
553,ceylanpinar,36.8472,40.05,22.67,37,6,2.41,TR,1682435389
554,tangalle,6.024,80.7911,26.09,83,100,1.54,LK,1682435389
555,keetmanshoop,-26.5833,18.1333,28.36,24,0,2.92,NA,1682435389
556,campo maior,-4.8278,-42.1686,32.03,49,59,2.37,BR,1682435389
557,palu,-0.8917,119.8707,24.94,94,100,1.33,ID,1682435390
558,aver-o-mar,41.4078,-8.7812,23.51,72,0,4.12,PT,1682435390
559,zyryanskoye,56.8306,86.6258,-0.49,78,96,3.69,RU,1682435390
560,gorontalo,0.5412,123.0595,24.78,95,62,1.0,ID,1682435390
561,punta del este,-34.9667,-54.95,21.09,88,100,1.54,UY,1682435390
562,ondjiva,-17.0667,15.7333,31.84,30,58,2.22,AO,1682435390
563,bangassou,4.7413,22.8184,30.48,51,77,3.64,CF,1682435390
564,swan hill,-35.3378,143.5544,16.81,63,97,3.06,AU,1682435257
565,deqen,29.9618,90.7188,3.57,64,93,0.73,CN,1682435122
566,flying fish cove,-10.4217,105.6791,27.19,77,31,4.56,CX,1682435390
567,caxito,-8.5785,13.6643,28.33,84,100,2.81,AO,1682435390
568,aracati,-4.5617,-37.7697,30.82,56,94,2.29,BR,1682435391
569,bayanhongor,46.7167,100.1167,2.74,72,100,2.49,MN,1682435391
570,san carlos,9.6612,-68.5827,32.73,39,68,1.71,VE,1682435391
571,korla,41.7597,86.1469,18.25,27,66,6.36,CN,1682435391
572,chibougamau,49.9168,-74.3659,3.79,87,100,3.09,CA,1682435391
573,bataipora,-22.2953,-53.2711,24.89,63,80,3.58,BR,1682435391
574,hammerfest,70.6634,23.6821,1.25,75,40,4.63,NO,1682435392
575,griffith,41.5284,-87.4237,9.01,83,100,3.6,US,1682435392
576,klyuchi,52.2667,79.1667,7.9,53,24,1.86,RU,1682435392
577,sligo,54.2697,-8.4694,11.96,32,0,2.06,IE,1682435392
578,port isabel,26.0734,-97.2086,24.48,94,100,3.6,US,1682435220
579,mangrol,21.1167,70.1167,27.26,77,100,6.86,IN,1682435393
580,puerto armuelles,8.2833,-82.8667,28.87,68,4,1.89,PA,1682435393
581,bintulu,3.1667,113.0333,26.87,81,100,1.42,MY,1682435393
582,kiunga,-6.1219,141.2906,23.85,99,100,0.98,PG,1682435393
583,luderitz,-26.6481,15.1594,22.11,64,0,9.01,NA,1682435393
584,boca suno,-0.7167,-77.1333,23.77,70,95,1.29,EC,1682435393
585,new plymouth,-39.0667,174.0833,15.31,100,55,8.88,NZ,1682435370
586,island harbour,50.724,-1.2758,12.86,56,99,1.79,GB,1682435394
587,stowmarket,52.1889,0.9977,11.08,60,75,3.6,GB,1682435394
588,ad dilam,23.9915,47.1627,33.15,18,12,3.15,SA,1682435394
589,merritt,50.1123,-120.7942,6.85,64,100,0.89,CA,1682435318
590,namtsy,62.7161,129.6658,-8.18,98,97,1.48,RU,1682435394
591,betio village,1.358,172.9211,27.02,77,100,4.04,KI,1682435394
592,qashyr,53.0675,76.1036,11.56,43,3,2.65,KZ,1682435394
593,raymondville,26.4815,-97.7831,24.41,82,100,1.39,US,1682435394
594,cotonou,6.3654,2.4183,30.59,67,92,5.83,BJ,1682435395
595,brookings,44.3114,-96.7984,6.19,59,0,7.2,US,1682435395
596,kargopol',61.5071,38.9456,15.96,61,43,1.02,RU,1682435395
597,honggang,46.4667,124.8667,3.92,23,38,1.63,CN,1682435395
598,rio grande,-32.035,-52.0986,24.06,81,99,3.13,BR,1682435395
599,mongagua,-24.0931,-46.6208,27.56,65,91,2.31,BR,1682435273
600,puerto cabezas,14.0351,-83.3888,29.23,56,14,2.88,NI,1682435395
601,barranca,-10.75,-77.7667,24.7,74,81,3.4,PE,1682435395
602,giado,31.9582,12.0203,28.33,13,1,2.75,LY,1682435396
603,qusmuryn,52.4503,64.6311,17.92,33,0,3.7,KZ,1682435396
604,yorosso,12.3536,-4.7761,40.9,9,6,4.1,ML,1682435396
605,amahai,-3.3333,128.9167,26.03,85,67,1.69,ID,1682435396
606,borda da mata,-22.2742,-46.1653,22.82,60,7,1.32,BR,1682435396
607,touros,-5.1989,-35.4608,27.98,79,77,5.69,BR,1682435396
608,waiuku,-37.25,174.75,17.04,75,100,5.69,NZ,1682435157
609,fort bragg,35.139,-79.006,17.89,55,0,4.12,US,1682435397
